-10.895   7.469  -0.509 
  2.586   2.584  -0.390 
-10.943   7.377  -0.400 
 -5.574   5.208  -0.248 
  3.046   1.844  -0.065 
 -8.900   6.254  -0.245 
 14.786 -12.405   1.279 
 -4.049  -7.909  -0.506 
  2.796  -3.398  -0.162 
 -0.054  -5.235  -0.167 
